AA799301_PROBE1	AA799301	Lgtn protein (DBSS)
BE116564_PROBE1	BE116564	cell division cycle 2 homolog (S.pombe)-like 1
BE116569_PROBE1	BE116569	zinc-finger protein AY163807 (Hs.) (DBSS_strong)
BE116574_PROBE1	BE116574	ESTs
BE116768_PROBE1	BE116768	Ras-related protein R-Ras2 (Ras-like protein TC21) (Teratocarcinoma oncogene) (DBSS)
BE116816_PROBE1	BE116816	RNA-binding region (RNP1, RRM) containing 2; splicing factor (CC1.3); coactivator of activating protein-1 and estrogen receptors (DBSS)
BE116848_PROBE1	BE116848	heterotrimeric guanine nucleotide-binding protein alpha q subunit
BE116867_PROBE1	BE116867	Homo sapiens clone 24841 mRNA sequence (Hs.) (DBSS)
BE116886_PROBE1	BE116886	Zinc finger protein 324 (Zinc finger protein ZF5128) (DBSS)
BE116889_PROBE1	BE116889	ESTs
BE116914_PROBE1	BE116914	ESTs
BE116918_PROBE1	BE116918	Splicing factor 3 subunit 1 (Spliceosome associated protein 114) (SAP 114) (SF3a120) (DBSS)
BE116927_PROBE1	BE116927	ESTs
BE116946_PROBE1	BE116946	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 (Hs.) (DBSS)
BE116947_PROBE1	BE116947	ESTs
BE116973_PROBE1	BE116973	ESTs
BE116976_PROBE1	BE116976	HMG-box transcription factor TCF4E (DBSS)
BE117002_PROBE1	BE117002	Mid-1-related chloride channel 1
BE117114_PROBE1	BE117114	hypothetical protein MGC40053 (DBSS)
BE117121_PROBE1	BE117121	bromodomain adjacent to zinc finger domain, 1B (Hs.) (DBSS)
BE117156_PROBE1	BE117156	BH3 interacting domain death agonist (Mm.) (DBSS)
BE117164_PROBE1	BE117164	ESTs
BE117330_PROBE1	BE117330	SRY (sex determining region Y)-box 11 (Hs.) (DBSS)
BE117335_PROBE1	BE117335	ESTs
BE117511_PROBE1	BE117511	eukaryotic translation initiation factor 5B
BE117683_PROBE1	BE117683	Histone-lysine N-methyltransferase, H4 lysine-20 specific (Histone H4-K20 methyltransferase) (PR-Set7) (DBSS)
BE117687_PROBE1	BE117687	ESTs
BE117878_PROBE1	BE117878	collectin sub-family member 12
BE117883_PROBE1	BE117883	ESTs
BE117891_PROBE1	BE117891	MLL5 (DBSS)
BE117893_PROBE1	BE117893	KIAA1803 protein (DBSS)
BE117902_PROBE1	BE117902	ESTs
BE117939_PROBE1	BE117939	nima -related kinase (1C941) (Rn.) (DBSS)
BE117941_PROBE1	BE117941	ESTs
BE117946_PROBE1	BE117946	ESTs
BE118055_PROBE1	BE118055	Tetraspan NET-5 (DBSS)
BE118122_PROBE1	BE118122	ESTs
BE118222_PROBE1	BE118222	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)
BE118251_PROBE1	BE118251	activated leukocyte cell adhesion molecule
BE118414_PROBE1	BE118414	Ras homolog gene family, member G
BE118425_PROBE1	BE118425	arsenic resistance ATPase (DBSS)
BE118440_PROBE1	BE118440	ESTs
BE118450_PROBE1	BE118450	retinoid X receptor gamma
BE118454_PROBE1	BE118454	testes development-related NYD-SP22 isoform 1 (DBSS)
BE118465_PROBE1	BE118465	ESTs
BE118549_PROBE1	BE118549	zinc finger protein 341 (Mm.) (DBSS)
BE118552_PROBE1	BE118552	ESTs (Non-specific probe)
BE118562_PROBE1	BE118562	arginyl-tRNA synthetase (Hs.) (DBSS_weak)
BE118580_PROBE1	BE118580	mas proto-oncogene and Igf2r gene for insulin-like growth factor type 2 and L41ps and Au76 pseudogenes (Mm.) (DBSS)
BE118605_PROBE1	BE118605	ESTs
BE118650_PROBE1	BE118650	pantothenate kinase 4
BE118683_PROBE1	BE118683	ESTs
BE118972_PROBE1	BE118972	ESTs
BE119400_PROBE1	BE119400	ESTs
BE119482_PROBE1	BE119482	RIKEN cDNA 2310042P20 (DBSS)
BE119615_PROBE1	BE119615	cDNA sequence BC020002 (DBSS)
BE119628_PROBE1	BE119628	ESTs
BE119676_PROBE1	BE119676	ESTs
BE119692_PROBE1	BE119692	ESTs
BE119802_PROBE1	BE119802	Homo sapiens clone CDABP0086 mRNA sequence (Hs.) (DBSS)
BE119862_PROBE1	BE119862	protein phosphatase 1, regulatory (inhibitor) subunit 3F (Hs.) (DBSS)
BE119961_PROBE1	BE119961	ESTs
BE119991_PROBE1	BE119991	hypothetical LOC313244
BE120015_PROBE1	BE120015	O-sialoglycoprotein endopeptidase (DBSS)
BE120016_PROBE1	BE120016	ESTs
BE120038_PROBE1	BE120038	ESTs
BE120149_PROBE1	BE120149	checkpoint with forkhead and ring finger domains (DBSS)
BE120309_PROBE1	BE120309	G protein-coupled receptor, family C, group 5, member D (Mm.) (DBSS_moderate)
BE120339_PROBE1	BE120339	RIKEN cDNA 5033405K12 (DBSS)
BE120346_PROBE1	BE120346	mediator of DNA damage checkpoint 1
BE120354_PROBE1	BE120354	transcription factor 20
BE120360_PROBE1	BE120360	malate dehydrogenase 1, NAD (soluble)
BE120381_PROBE1	BE120381	ESTs
BE120386_PROBE1	BE120386	ESTs
BE120494_PROBE1	BE120494	1700030A21Rik protein (DBSS)
BE120498_PROBE1	BE120498	ubiquitin specific protease 9, Y chromosome (fat facets-like Drosophila) (Hs.) (DBSS)
BE120513_PROBE1	BE120513	TATA box binding protein (TBP)-associated factor, RNA polymerase II, K, 18kD (DBSS)
BE120545_PROBE1	BE120545	ESTs
BE120578_PROBE1	BE120578	ESTs
BE120587_PROBE1	BE120587	Homo sapiens clone 23736 mRNA sequence (Hs.) (DBSS)
BE120595_PROBE1	BE120595	spermatogenesis-related protein (Srp)
BE120602_PROBE1	BE120602	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 isoform 1; DEAD/DEXH helicase DDX31 (DBSS)
BE120608_PROBE1	BE120608	ESTs
BE120628_PROBE1	BE120628	ESTs
BE120629_PROBE1	BE120629	CG9882-PA (DBSS)
BE120725_PROBE1	BE120725	ESTs
BE120810_PROBE1	BE120810	ESTs
BE121120_PROBE1	BE121120	estrogen related receptor, alpha
BE121314_PROBE1	BE121314	FK506 binding protein 2
BE121325_PROBE1	BE121325	ESTs
BE121333_PROBE1	BE121333	RIKEN cDNA 5430419M09 (DBSS)
BE121346_PROBE1	BE121346	transcription factor NRF; ITBA4 gene (DBSS)
BE121429_PROBE1	BE121429	gp25L2 protein (DBSS)
BE121438_PROBE1	BE121438	ligase IV, DNA, ATP-dependent; ligase IV; DNA ligase IV (DBSS)
BE126380_PROBE1	BE126380	N-myristoyltransferase 1
BE126739_PROBE1	BE126739	NADH-ubiquinone oxidoreductase B9 subunit (Complex I-B9) (CI-B9) (DBSS)
BE128566_PROBE1	BE128566	nonclathrin coat protein zeta2-COP (DBSS)
BE328941_PROBE1	BE328941	myo-inositol 1-phosphate synthase A1 (DBSS)
BE329045_PROBE1	BE329045	KIAA0475 gene product (Hs.) (DBSS_strong)
BE329046_PROBE1	BE329046	RIKEN cDNA 9130005N14 gene (Mm.) (DBSS_strong)
BE329061_PROBE1	BE329061	Ubiquinol-cytochrome C reductase complex core protein 2, mitochondrial precursor (Complex III subunit II) (DBSS)
BE329347_PROBE1	BE329347	signal sequence receptor, beta (DBSS)
BE329415_PROBE1	BE329415	vaccinia related kinase 3 (DBSS)
BE329450_PROBE1	BE329450	CGI-105 protein (Hs.) (DBSS_moderate)
BE349648_PROBE1	BE349648	kaptin (actin binding protein) (Hs.) (DBSS_moderate)
BE349698_PROBE1	BE349698	SPRY domain-containing SOCS box protein SSB-1 (DBSS)
BE349699_PROBE1	BE349699	tetraspan 1
BE349725_PROBE1	BE349725	RIKEN cDNA 2610024N01 (DBSS)
BE349755_PROBE1	BE349755	Auh protein (DBSS)
BE349770_PROBE1	BE349770	RIKEN cDNA 1200009H11 (Mm.) (DBSS_moderate)
BE349838_PROBE1	BE349838	ESTs
BF281133_PROBE1	BF281133	S70642 ubiquitin ligase Nedd4 (Rn.) (DBSS_weak)
BF281135_PROBE1	BF281135	RIKEN cDNA D130058I21 (DBSS)
BF281149_PROBE1	BF281149	discs large homolog 7 (DBSS)
BF281178_PROBE1	BF281178	Nonhistone chromosomal protein HMG-14 (High-mobility group nucleosome binding domain 1) (DBSS)
BF281184_PROBE1	BF281184	B-myb (DBSS)
BF281200_PROBE1	BF281200	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa
BF281215_PROBE1	BF281215	60S ribosomal protein L37a (DBSS)
BF281235_PROBE1	BF281235	Mitochondrial 28S ribosomal protein S30 (S30mt) (MRP-S30) (DBSS)
BF281282_PROBE1	BF281282	myoneurin (DBSS)
BF281284_PROBE1	BF281284	cytosolic leucine-rich protein
BF281285_PROBE1	BF281285	methyltransferase-like 1 (Mm.) (DBSS_strong)
BF281319_PROBE1	BF281319	tubulin-folding protein TBCE (DBSS)
BF281325_PROBE1	BF281325	HT014 (DBSS)
BF281350_PROBE1	BF281350	HN1-like protein (DBSS)
BF281357_PROBE1	BF281357	MRNA fragment with B2 repetitive sequence (clone pAR24)
BF281386_PROBE1	BF281386	NADH dehydrogenase (ubiquinone) Fe-S protein 2 (DBSS)
BF281388_PROBE1	BF281388	ribosomal protein S18, cytosolic [validated] - rat (DBSS)
BF281400_PROBE1	BF281400	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2 (Mm.) (DBSS_strong)
BF281419_PROBE1	BF281419	ESTs
BF281438_PROBE1	BF281438	nudE nuclear distribution gene E homolog like 1 (A. nidulans)
BF281544_PROBE1	BF281544	reelin
BF281577_PROBE1	BF281577	reticulocalbin (Mm.) (DBSS)
BF281619_PROBE1	BF281619	endothelial type gp91-phox gene
BF281697_PROBE1	BF281697	potassium voltage-gated channel, Isk-related family, member 1-like (Hs.) (DBSS)
BF281701_PROBE1	BF281701	ESTs
BF281741_PROBE1	BF281741	glioma tumor suppressor candidate region gene 2
BF281749_PROBE1	BF281749	esophageal cancer associated protein (Hs.) (DBSS_strong)
BF281754_PROBE1	BF281754	ESTs
BF281787_PROBE1	BF281787	pyrroline-5-carboxylate synthetase (DBSS)
BF281802_PROBE1	BF281802	CG12467-PA (DBSS)
BF281834_PROBE1	BF281834	musculoskeletal, embryonic nuclear protein 1
BF281848_PROBE1	BF281848	2410004L15Rik protein (DBSS)
BF281852_PROBE1	BF281852	hypothetical protein DKFZp564O0523 (Hs.) (DBSS_weak)
BF281857_PROBE1	BF281857	FLJ00052 protein (DBSS)
BF281865_PROBE1	BF281865	ESTs
BF281872_PROBE1	BF281872	mKIAA0376 protein (DBSS)
BF281914_PROBE1	BF281914	RIKEN cDNA E030026I10 gene (Mm.) (DBSS_moderate)
BF281931_PROBE1	BF281931	ESTs
BF281954_PROBE1	BF281954	ESTs
BF281969_PROBE1	BF281969	DNA segment, Chr 14, ERATO Doi 449, expressed (DBSS)
BF281975_PROBE1	BF281975	Small membrane protein 1 (DBSS)
BF282009_PROBE1	BF282009	chromosome 20 open reading frame 81 (DBSS)
BF282030_PROBE1	BF282030	tyrosine kinase-associated leucine zipper protein LAZipII (DBSS)
BF282034_PROBE1	BF282034	lymphoid nuclear protein related to AF4-like (Mm.) (DBSS)
BF282084_PROBE1	BF282084	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8 (DBSS)
BF282088_PROBE1	BF282088	ESTs
BF282119_PROBE1	BF282119	hypothetical protein FLJ11305 (DBSS)
BF282132_PROBE1	BF282132	leucine-rich repeat-containing F-box protein FBL6 (DBSS)
BF282147_PROBE1	BF282147	ESTs
BF282149_PROBE1	BF282149	ESTs
BF282174_PROBE1	BF282174	ESTs
BF282185_PROBE1	BF282185	Set alpha isoform (DBSS)
BF282194_PROBE1	BF282194	RIKEN cDNA D030070L09 (DBSS)
BF282212_PROBE1	BF282212	poly (ADP-ribose) polymerase 2 (DBSS)
BF282213_PROBE1	BF282213	ESTs
BF282217_PROBE1	BF282217	U4/U6 small nuclear ribonucleoprotein Prp4 (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4) (hPrp4) (DBSS)
BF282223_PROBE1	BF282223	lymphocyte antigen 68
BF282238_PROBE1	BF282238	CD18 leukocyte adhesion molecule
BF282239_PROBE1	BF282239	tubby super-family protein (Hs.) (DBSS)
BF282271_PROBE1	BF282271	polynucleotide phosphorylase-like protein (DBSS)
BF282282_PROBE1	BF282282	expressed sequence AI480570 (DBSS)
BF282287_PROBE1	BF282287	oocyte-testis gene 1 (DBSS)
BF282288_PROBE1	BF282288	Transcription initiation factor TFIID 105 kDa subunit (TAFII-105) (TAFII105) (DBSS)
BF282292_PROBE1	BF282292	NIP21 (DBSS)
BF282296_PROBE1	BF282296	KIAA1424 protein (DBSS)
BF282301_PROBE1	BF282301	cellular repressor of E1A-stimulated genes CREG (DBSS)
BF282313_PROBE1	BF282313	frizzled homolog 5 (Drosophila)
BF282314_PROBE1	BF282314	colon cancer-associated protein Mic1 (Hs.) (DBSS_moderate)
BF282323_PROBE1	BF282323	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2; tankyrase 2 (DBSS)
BF282327_PROBE1	BF282327	Mitochondrial 60s ribosomal protein L39 (L39mt) (MRP-L39) (Mm.) (DBSS_strong)
BF282349_PROBE1	BF282349	RIKEN cDNA 5830404H04 (DBSS)
BF282370_PROBE1	BF282370	thymidylate kinase family LPS-inducible member; thymidylate kinase homologue (DBSS)
BF282381_PROBE1	BF282381	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa (Hs.) (DBSS)
BF282388_PROBE1	BF282388	DnaJ homolog subfamily B member 6 (Heat shock protein J2) (HSJ-2) (MRJ) (mDj4) (DBSS)
BF282395_PROBE1	BF282395	vacuolar protein sorting 26; vacuole protein sorting 26; H beta 58 (DBSS)
BF282409_PROBE1	BF282409	transthyretin (4L369) (DBSS)
BF282415_PROBE1	BF282415	ESTs
BF282437_PROBE1	BF282437	expressed sequence AI447804 (DBSS)
BF282458_PROBE1	BF282458	receptor-like tyrosine kinase
BF282469_PROBE1	BF282469	hypothetical protein FLJ12660 (DBSS)
BF282471_PROBE1	BF282471	lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76kD)
BF282472_PROBE1	BF282472	Phosphoinositol 4-phosphate Adaptor Protein-1 (DBSS)
BF282474_PROBE1	BF282474	Ras-related protein R-RAS (P23)
BF282476_PROBE1	BF282476	cylindromatosis (turban tumor syndrome) (Hs.) (DBSS_strong)
BF282481_PROBE1	BF282481	ESTs
BF282483_PROBE1	BF282483	collagen, type VI, alpha 3 (Hs.) (DBSS_moderate)
BF282544_PROBE1	BF282544	synaptogenesis-related mRNA sequence 2, 3' untranslated region
BF282573_PROBE1	BF282573	bA22I24.2.1 (GTP binding protein 2) (DBSS)
BF282574_PROBE1	BF282574	growth hormone receptor
BF282594_PROBE1	BF282594	RIKEN cDNA 2310041H06 (DBSS)
BF282620_PROBE1	BF282620	septin 2
BF282629_PROBE1	BF282629	meiotic recombination protein REC14 (DBSS)
BF282636_PROBE1	BF282636	RIKEN cDNA 1700023M03 (DBSS)
BF282645_PROBE1	BF282645	Kruppel associated box (KRAB) zinc finger 1 (Rn.) (DBSS_weak)
BF282646_PROBE1	BF282646	acid sphingomyelinase-like phosphodiesterase (DBSS)
BF282647_PROBE1	BF282647	ESTs
BF282648_PROBE1	BF282648	hypothetical protein MGC39389; MAQ1 paralog (DBSS)
BF282665_PROBE1	BF282665	annexin A7
BF282674_PROBE1	BF282674	inositol polyphosphate-5-phosphatase F; Sac domain-containing inositol phosphatase 2 (DBSS)
BF282675_PROBE1	BF282675	mitochondrial ribosomal protein L32 (DBSS)
BF282678_PROBE1	BF282678	RIKEN cDNA 1300018I05 (DBSS)
BF282686_PROBE1	BF282686	RIKEN cDNA 8430410K20 gene (Mm.) (DBSS_strong)
BF282689_PROBE1	BF282689	DKFZP434A043 protein (Hs.) (DBSS)
BF282695_PROBE1	BF282695	peroxisome biogenesis factor 1 (Hs.) (DBSS)
BF282700_PROBE1	BF282700	1700029M07Rik protein (DBSS)
BF282712_PROBE1	BF282712	ESTs
BF282715_PROBE1	BF282715	zinc finger, DHHC domain containing 16 (Hs.) (DBSS_strong)
BF282796_PROBE1	BF282796	Phgdhl1 protein (DBSS)
BF282876_PROBE1	BF282876	Eferin (Hs.) (DBSS_strong)
BF282890_PROBE1	BF282890	RIKEN cDNA 1110038M16 (DBSS)
BF282899_PROBE1	BF282899	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
BF282933_PROBE1	BF282933	4,8-dimethylnonanoyl-CoA thioesterase
BF282951_PROBE1	BF282951	choline phosphotransferase 1; cholinephosphotransferase 1 alpha; cholinephosphotransferase 1 (DBSS)
BF282961_PROBE1	BF282961	gp49B2 (DBSS)
BF282980_PROBE1	BF282980	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9 (Rn.) (DBSS)
BF282984_PROBE1	BF282984	Ras-related protein Rab-2B (DBSS)
BF282986_PROBE1	BF282986	hypothetical protein E130308H01 (DBSS)
BF282987_PROBE1	BF282987	solute carrier family 39 (iron-regulated transporter), member 1
BF283001_PROBE1	BF283001	mitochondrial ribosomal protein L27 (L27mt) (DBSS)
BF283003_PROBE1	BF283003	ESTs
BF283053_PROBE1	BF283053	similar to human ATP6C source AF363578.1 (Mm.) (DBSS_weak)
BF283056_PROBE1	BF283056	all-trans-13,14-dihydroretinol saturase
BF283073_PROBE1	BF283073	MYST histone acetyltransferase 1 (Mm.) (DBSS_strong)
BF283075_PROBE1	BF283075	ESTs
BF283084_PROBE1	BF283084	ESTs
BF283091_PROBE1	BF283091	UDP-N-acteylglucosamine pyrophosphorylase 1; AgX; sperm associated antigen 2; UDP-N-acteylglucosamine pyrophosphorylase 1; Sperm associated antigen 2 (DBSS)
BF283107_PROBE1	BF283107	CG33130-PA (DBSS)
BF283122_PROBE1	BF283122	KIAA1985 protein (Hs.) (DBSS_weak)
BF283130_PROBE1	BF283130	vacuolar protein sorting 29 isoform 2; vacuolar sorting protein VPS29/PEP11; vacuolar protein sorting 29 (yeast homolog); retromer protein; x 007 protein (DBSS)
BF283237_PROBE1	BF283237	ESTs
BF283247_PROBE1	BF283247	programmed cell death protein 7 (Mm.) (DBSS)
BF283250_PROBE1	BF283250	xylulokinase homolog; xylulokinase (H. influenzae) homolog (DBSS)
BF283261_PROBE1	BF283261	F-box and WD-40 domain protein 1B (DBSS)
BF283270_PROBE1	BF283270	nuclear export factor-a isoform 1 (DBSS)
BF283302_PROBE1	BF283302	Shb=Src homology 2 protein (DBSS)
BF283305_PROBE1	BF283305	AA675328 protein (DBSS)
BF283340_PROBE1	BF283340	ESTs
BF283351_PROBE1	BF283351	XY body protein (DBSS)
BF283353_PROBE1	BF283353	CCAAT/enhancer binding protein (C/EBP), alpha (Hs.) (DBSS)
BF283381_PROBE1	BF283381	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 (Hs.) (DBSS)
BF283382_PROBE1	BF283382	4631434O19Rik protein (DBSS)
BF283384_PROBE1	BF283384	ESTs
BF283385_PROBE1	BF283385	achalasia, adrenocortical insufficiency, alacrimia (Allgrove, triple-A) (Hs.) (DBSS_moderate)
BF283386_PROBE1	BF283386	parathyroid hormone regulated sequence (128bp)
BF283390_PROBE1	BF283390	choline dehydrogenase precursor
BF283406_PROBE1	BF283406	ESTs
BF283407_PROBE1	BF283407	likely ortholog of mouse exportin 4 (Hs.) (DBSS)
BF283410_PROBE1	BF283410	ESTs
BF283413_PROBE1	BF283413	cytoplasmic protein Ndr1 (DBSS)
BF283417_PROBE1	BF283417	ESTs (Non-specific probe)
BF283418_PROBE1	BF283418	SH3 domain protein D19 (DBSS)
BF283454_PROBE1	BF283454	A48018 mucin 7 precursor, salivary (Hs.) (DBSS_weak)
BF283510_PROBE1	BF283510	hypothetical protein FLJ11218 (DBSS)
BF283556_PROBE1	BF283556	Homo sapiens clone 23785 mRNA sequence (Hs.) (DBSS)
BF283584_PROBE1	BF283584	nuclear factor I/A
BF283600_PROBE1	BF283600	ATP sulfurylase/APS kinase 2 (DBSS)
BF283610_PROBE1	BF283610	ESTs
BF283612_PROBE1	BF283612	hypothetical protein FLJ20436 (DBSS)
BF283622_PROBE1	BF283622	mKIAA1927 protein (DBSS)
BF283631_PROBE1	BF283631	Serine/threonine kinase 38 (DBSS)
BF283685_PROBE1	BF283685	RIKEN cDNA 1810063B05 gene (Mm.) (DBSS_strong)
BF283694_PROBE1	BF283694	ESTs
BF283734_PROBE1	BF283734	ESTs
BF283735_PROBE1	BF283735	ESTs
BF283736_PROBE1	BF283736	ESTs
BF283742_PROBE1	BF283742	Leucine-rich repeat protein SHOC-2 (Ras-binding protein Sur-8) (Hs.) (DBSS_strong)
BF283743_PROBE1	BF283743	tyrosine kinase receptor 1
BF283754_PROBE1	BF283754	caspase-7
BF283759_PROBE1	BF283759	ESTs
BF283760_PROBE1	BF283760	LIM domain binding 2; LIM binding domain 2; LIM domain-binding factor-2 (DBSS)
BF283772_PROBE1	BF283772	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
BF283792_PROBE1	BF283792	Beta-1,4 mannosyltransferase (DBSS)
BF283797_PROBE1	BF283797	MAP kinase-activated protein kinase 5 (Mm.) (DBSS_strong)
BF283798_PROBE1	BF283798	NIPSNAP-related protein (DBSS)
BF283802_PROBE1	BF283802	ESTs
BF283830_PROBE1	BF283830	Adapter-related protein complex 1 sigma 1B subunit (Sigma-adaptin 1B) (Adaptor protein complex AP-1 sigma-1B subunit) (DBSS)
BF283861_PROBE1	BF283861	cleavage and polyadenylation specificity factor (DBSS)
BF283898_PROBE1	BF283898	KLHL5 protein (DBSS)
BF283901_PROBE1	BF283901	Ras-related protein Rab-6B (DBSS)
BF284014_PROBE1	BF284014	CTD-binding SR-like protein RA4 (Rn.) (DBSS)
BF284065_PROBE1	BF284065	ESTs
BF284067_PROBE1	BF284067	Rap1 GTPase-activating protein 1 (Rap1GAP) (DBSS)
BF284075_PROBE1	BF284075	ESTs
BF284076_PROBE1	BF284076	ESTs
BF284093_PROBE1	BF284093	coat protein gamma-cop (DBSS)
BF284124_PROBE1	BF284124	E430002G05Rik protein (DBSS)
BF284127_PROBE1	BF284127	NIF3L1 (DBSS)
BF284137_PROBE1	BF284137	ESTs
BF284171_PROBE1	BF284171	ESTs
BF284190_PROBE1	BF284190	nuclear receptor subfamily 1, group D, member 2
BF284238_PROBE1	BF284238	prenylated SNARE protein
BF284242_PROBE1	BF284242	adaptor protein complex AP-1, gamma 1 subunit
BF284247_PROBE1	BF284247	DNA segment, Chr 19, ERATO Doi 386, expressed (DBSS)
BF284300_PROBE1	BF284300	zinc finger protein 91 isoform 1 (DBSS)
BF284303_PROBE1	BF284303	ESTs
BF284311_PROBE1	BF284311	myotilin (DBSS)
BF284313_PROBE1	BF284313	RIKEN cDNA 1500005J14 (DBSS)
BF284328_PROBE1	BF284328	ESTs
BF284341_PROBE1	BF284341	muscleblind-like (Drosophila) (Hs.) (DBSS)
BF284345_PROBE1	BF284345	microtubule-associated protein, RP/EB family, member 2 (Hs.) (DBSS_moderate)
BF284475_PROBE1	BF284475	ESTs
BF284509_PROBE1	BF284509	cysteine-tRNA ligase isoform b; cysteine translase; cysteine-tRNA synthetase (DBSS)
BF284679_PROBE1	BF284679	checkpoint suppressor 1 (DBSS)
BF284692_PROBE1	BF284692	ESTs
BF284693_PROBE1	BF284693	mKIAA1663 protein (DBSS)
BF284695_PROBE1	BF284695	KIAA0007 (DBSS)
BF284699_PROBE1	BF284699	ESTs
BF284700_PROBE1	BF284700	ESTs
BF284711_PROBE1	BF284711	ESTs
BF284713_PROBE1	BF284713	signal recognition particle receptor ('docking protein') [Homo sapiens] (DBSS_strong)
BF284716_PROBE1	BF284716	bA130C19.2 (KIAA0172 protein) (DBSS)
BF284752_PROBE1	BF284752	mitochondrial ribosomal protein L21 CG9730-PA (DBSS)
BF284754_PROBE1	BF284754	signal transducer and activator of transcription 2 (DBSS)
BF284768_PROBE1	BF284768	ESTs
BF284775_PROBE1	BF284775	mKIAA1737 protein (DBSS)
BF284776_PROBE1	BF284776	DGCR6 protein (DiGeorge syndrome critical region 6 homolog) (DBSS)
BF284803_PROBE1	BF284803	interferon regulatory factor 7 (DBSS)
BF284809_PROBE1	BF284809	RIKEN cDNA 4921524J17 (DBSS)
BF284818_PROBE1	BF284818	3-hydroxybutyrate dehydrogenase (heart, mitochondrial)
BF284819_PROBE1	BF284819	endothelin receptor type A
BF284830_PROBE1	BF284830	DNA segment, Chr 17, Wayne State University 94, expressed (DBSS)
BF284840_PROBE1	BF284840	ESTs
BF284855_PROBE1	BF284855	RNA binding motif, single stranded interacting protein 2; Scr3 (DBSS)
BF284876_PROBE1	BF284876	ubiquitin carrier protein E2 (Hs.) (DBSS_moderate)
BF284878_PROBE1	BF284878	ESTs
BF284879_PROBE1	BF284879	hypothetical protein FLJ14360 (DBSS)
BF284885_PROBE1	BF284885	ORM1-like 3 (DBSS)
BF284887_PROBE1	BF284887	l(3)mbt-like (Drosophila) (Hs.) (DBSS)
BF284889_PROBE1	BF284889	actinin, alpha 2 (DBSS)
BF284897_PROBE1	BF284897	hypothetical protein FLJ10579 (DBSS)
BF284899_PROBE1	BF284899	cell death activator CIDE-A (DBSS)
BF284914_PROBE1	BF284914	ESTs
BF284918_PROBE1	BF284918	RIKEN cDNA 1110063F24 (DBSS)
BF284919_PROBE1	BF284919	ESTs
BF284929_PROBE1	BF284929	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha
BF284932_PROBE1	BF284932	Smhs2 protein
BF284939_PROBE1	BF284939	hypothetical LOC381354 (Mm.) (DBSS_strong)
BF284983_PROBE1	BF284983	cofactor required for Sp1 transcriptional activation, subunit 8, 34kDa (Hs.) (DBSS_strong)
BF284994_PROBE1	BF284994	Bach1 (DBSS)
BF285022_PROBE1	BF285022	RIKEN cDNA C030002O17 gene (Mm.) (DBSS_weak)
BF285023_PROBE1	BF285023	tumor-associated antigen DF3 (Hs.) (DBSS)
BF285026_PROBE1	BF285026	endothelial cell adhesion molecule
BF285034_PROBE1	BF285034	promethin
BF285046_PROBE1	BF285046	HMG-box transcription factor (DBSS)
